Au"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"	"gene_id"
"ENSMUSG00000007415"	"OK"	"negbinomial.size"	2.32530308326565e-62	7.12925108698082e-61	"ENSMUSG00000007415"	"Gatad1"	"Gatad1"	19977	FALSE	"ENSMUSG00000007415"
"ENSMUSG00000003161"	"OK"	"negbinomial.size"	1.20922158484914e-41	2.40531624317054e-40	"ENSMUSG00000003161"	"Sri"	"Sri"	22775	FALSE	"ENSMUSG00000003161"
"ENSMUSG00000028932"	"OK"	"negbinomial.size"	1.08433902786327e-51	2.76861973097875e-50	"ENSMUSG00000028932"	"Psmc2"	"Psmc2"	23753	FALSE	"ENSMUSG00000028932"
"ENSMUSG00000106379"	"OK"	"negbinomial.size"	1.31413683048139e-156	1.24046552331804e-154	"ENSMUSG00000106379"	"Lhfpl3"	"Lhfpl3"	10205	TRUE	"ENSMUSG00000106379"
"ENSMUSG00000028945"	"OK"	"negbinomial.size"	1.17765256486075e-118	7.70669693180929e-117	"ENSMUSG00000028945"	"Rheb"	"Rheb"	26205	FALSE	"ENSMUSG00000028945"
"ENSMUSG00000059447"	"OK"	"negbinomial.size"	1.75119515415393e-50	4.35005813810965e-49	"ENSMUSG00000059447"	"Hadhb"	"Hadhb"	20849	FALSE	"ENSMUSG00000059447"
"ENSMUSG00000013622"	"OK"	"negbinomial.size"	4.80986397443344e-96	2.46426419084871e-94	"ENSMUSG00000013622"	"Atraid"	"Atraid"	22333	FALSE	"ENSMUSG00000013622"
"ENSMUSG00000107283"	"OK"	"negbinomial.size"	2.39240767542256e-37	4.37858396530039e-36	"ENSMUSG00000107283"	"Mpv17"	"Mpv17"	11099	FALSE	"ENSMUSG00000107283"
"ENSMUSG00000029103"	"OK"	"negbinomial.size"	1.53966832216103e-90	7.17974075378984e-89	"ENSMUSG00000029103"	"Lrpap1"	"Lrpap1"	15666	FALSE	"ENSMUSG00000029103"
"ENSMUSG00000029126"	"OK"	"negbinomial.size"	4.15002417847692e-77	1.64469787734804e-75	"ENSMUSG00000029126"	"Nsg1"	"Nsg1"	19944	TRUE	"ENSMUSG00000029126"
"ENSMUSG00000067367"	"OK"	"negbinomial.size"	2.75074555527234e-92	1.30221465116616e-90	"ENSMUSG00000067367"	"Lyar"	"Lyar"	20052	TRUE	"ENSMUSG00000067367"
"ENSMUSG00000067365"	"OK"	"negbinomial.size"	1.69976869427117e-53	4.53320161186188e-52	"ENSMUSG00000067365"	"Tmem128"	"Tmem128"	13853	FALSE	"ENSMUSG00000067365"
"ENSMUSG00000029174"	"OK"	"negbinomial.size"	1.81594792016134e-80	7.62355494784715e-79	"ENSMUSG00000029174"	"Tbc1d1"	"Tbc1d1"	15920	TRUE	"ENSMUSG00000029174"
"ENSMUSG00000029191"	"OK"	"negbinomial.size"	7.63159163656692e-49	1.83712580741159e-47	"ENSMUSG00000029191"	"Rfc1"	"Rfc1"	18462	TRUE	"ENSMUSG00000029191"
"ENSMUSG00000107102"	"OK"	"negbinomial.size"	1.7930610035275e-37	3.29326947287038e-36	"ENSMUSG00000107102"	"Gm42726"	"Gm42726"	605	FALSE	"ENSMUSG00000107102"
"ENSMUSG00000029223"	"OK"	"negbinomial.size"	7.05096708984169e-46	1.55111316983452e-44	"ENSMUSG00000029223"	"Uchl1"	"Uchl1"	19342	TRUE	"ENSMUSG00000029223"
"ENSMUSG00000037720"	"OK"	"negbinomial.size"	1.64246505024918e-43	3.41085242101747e-42	"ENSMUSG00000037720"	"Tmem33"	"Tmem33"	20213	FALSE	"ENSMUSG00000037720"
"ENSMUSG00000059325"	"OK"	"negbinomial.size"	1.79210765665067e-39	3.45874557030164e-38	"ENSMUSG00000059325"	"Hopx"	"Hopx"	6585	TRUE	"ENSMUSG00000059325"
"ENSMUSG00000029245"	"OK"	"negbinomial.size"	5.8929532585041e-48	1.36581468751788e-46	"ENSMUSG00000029245"	"Epha5"	"Epha5"	14692	TRUE	"ENSMUSG00000029245"
"ENSMUSG00000029426"	"OK"	"negbinomial.size"	3.61836147749666e-51	9.1486980538978e-50	"ENSMUSG00000029426"	"Scarb2"	"Scarb2"	14029	FALSE	"ENSMUSG00000029426"
"ENSMUSG00000029309"	"OK"	"negbinomial.size"	1.32123295393244e-49	3.23556654992102e-48	"ENSMUSG00000029309"	"Sparcl1"	"Sparcl1"	8128	TRUE	"ENSMUSG00000029309"
"ENSMUSG00000029304"	"OK"	"negbinomial.size"	1.4657782171895e-47	3.36222323015117e-46	"ENSMUSG00000029304"	"Spp1"	"Spp1"	6706	TRUE	"ENSMUSG00000029304"
"ENSMUSG00000050856"	"OK"	"negbinomial.size"	5.57413797412544e-117	3.57272423650221e-115	"ENSMUSG00000050856"	"Atp5k"	"Atp5k"	27475	TRUE	"ENSMUSG00000050856"
"ENSMUSG00000041697"	"OK"	"negbinomial.size"	5.90259910940712e-106	3.35521828938014e-104	"ENSMUSG00000041697"	"Cox6a1"	"Cox6a1"	27561	FALSE	"ENSMUSG00000041697"
"ENSMUSG00000067274"	"OK"	"negbinomial.size"	1.22427058631294e-59	3.55084066700635e-58	"ENSMUSG00000067274"	"Rplp0"	"Rplp0"	27574	FALSE	"ENSMUSG00000067274"
"ENSMUSG00000032959"	"OK"	"negbinomial.size"	1.10102069675062e-114	6.88690656702445e-113	"ENSMUSG00000032959"	"Pebp1"	"Pebp1"	27536	FALSE	"ENSMUSG00000032959"
"ENSMUSG00000029614"	"OK"	"negbinomial.size"	4.22263560079855e-206	5.92500445787724e-204	"ENSMUSG00000029614"	"Rpl6"	"Rpl6"	27573	FALSE	"ENSMUSG00000029614"
"ENSMUSG00000029462"	"OK"	"negbinomial.size"	3.38723407068629e-66	1.12968245505223e-64	"ENSMUSG00000029462"	"Vps29"	"Vps29"	25694	FALSE	"ENSMUSG00000029462"
"ENSMUSG00000029465"	"OK"	"negbinomial.size"	4.18983119440339e-91	1.96556086906123e-89	"ENSMUSG00000029465"	"Arpc3"	"Arpc3"	25565	FALSE	"ENSMUSG00000029465"
"ENSMUSG00000049327"	"OK"	"negbinomial.size"	2.0417954633127e-65	6.66686883461119e-64	"ENSMUSG00000049327"	"Setd8"	"Setd8"	20303	FALSE	"ENSMUSG00000049327"
"ENSMUSG00000008348"	"OK"	"negbinomial.size"	8.32016137833346e-171	9.25617953339598e-169	"ENSMUSG00000008348"	"Ubc"	"Ubc"	27048	TRUE	"ENSMUSG00000008348"
"ENSMUSG00000049551"	"OK"	"negbinomial.size"	1.25097576804608e-36	2.23953420543882e-35	"ENSMUSG00000049551"	"Fzd9"	"Fzd9"	5704	TRUE	"ENSMUSG00000049551"
"ENSMUSG00000019179"	"OK"	"negbinomial.size"	1.75962628939753e-105	9.78792123477374e-104	"ENSMUSG00000019179"	"Mdh2"	"Mdh2"	27262	FALSE	"ENSMUSG00000019179"
"ENSMUSG00000019494"	"OK"	"negbinomial.size"	1.39837022749297e-35	2.41459160678525e-34	"ENSMUSG00000019494"	"Cops6"	"Cops6"	25443	FALSE	"ENSMUSG00000019494"
"ENSMUSG00000029730"	"OK"	"negbinomial.size"	1.49502590015477e-46	3.36003295741856e-45	"ENSMUSG00000029730"	"Mcm7"	"Mcm7"	15217	TRUE	"ENSMUSG00000029730"
"ENSMUSG00000039533"	"OK"	"negbinomial.size"	5.28831173012251e-46	1.16830432903061e-44	"ENSMUSG00000039533"	"Mmd2"	"Mmd2"	6275	TRUE	"ENSMUSG00000039533"
"ENSMUSG00000029580"	"OK"	"negbinomial.size"	7.37037334946162e-101	3.93128646978989e-99	"ENSMUSG00000029580"	"Actb"	"Actb"	27576	TRUE	"ENSMUSG00000029580"
"ENSMUSG00000029623"	"OK"	"negbinomial.size"	7.78851759089378e-179	9.12076402091509e-177	"ENSMUSG00000029623"	"Pdap1"	"Pdap1"	27314	FALSE	"ENSMUSG00000029623"
"ENSMUSG00000038722"	"OK"	"negbinomial.size"	2.40240998386956e-38	4.55201161785504e-37	"ENSMUSG00000038722"	"Bud31"	"Bud31"	24132	FALSE	"ENSMUSG00000038722"
"ENSMUSG00000038690"	"OK"	"negbinomial.size"	3.74692177441566e-48	8.78890160188613e-47	"ENSMUSG00000038690"	"Atp5j2"	"Atp5j2"	27540	FALSE	"ENSMUSG00000038690"
"ENSMUSG00000029641"	"OK"	"negbinomial.size"	1.68645142810318e-229	2.73609177007364e-227	"ENSMUSG00000029641"	"Rasl11a"	"Rasl11a"	11532	TRUE	"ENSMUSG00000029641"
"ENSMUSG00000029649"	"OK"	"negbinomial.size"	2.01665851171681e-47	4.60549212903068e-46	"ENSMUSG00000029649"	"Pomp"	"Pomp"	27232	FALSE	"ENSMUSG00000029649"
"ENSMUSG00000029752"	"OK"	"negbinomial.size"	9.74115848432379e-90	4.51543283908759e-88	"ENSMUSG00000029752"	"Asns"	"Asns"	15845	TRUE	"ENSMUSG00000029752"
"ENSMUSG00000029632"	"OK"	"negbinomial.size"	1.412535785629e-48	3.35369586298348e-47	"ENSMUSG00000029632"	"Ndufa4"	"Ndufa4"	27564	FALSE	"ENSMUSG00000029632"
"ENSMUSG00000007655"	"OK"	"negbinomial.size"	4.1454041112935e-73	1.56710361731544e-71	"ENSMUSG00000007655"	"Cav1"	"Cav1"	4908	TRUE	"ENSMUSG00000007655"
"ENSMUSG00000015733"	"OK"	"negbinomial.size"	8.66191479062841e-72	3.20449698014341e-70	"ENSMUSG00000015733"	"Capza2"	"Capza2"	26162	FALSE	"ENSMUSG00000015733"
"ENSMUSG00000068748"	"OK"	"negbinomial.size"	2.75480982220288e-224	4.29061629808099e-222	"ENSMUSG00000068748"	"Ptprz1"	"Ptprz1"	27195	TRUE	"ENSMUSG00000068748"
"ENSMUSG00000020440"	"OK"	"negbinomial.size"	2.26709680198708e-60	6.71293397166325e-59	"ENSMUSG00000020440"	"Arf5"	"Arf5"	27121	FALSE	"ENSMUSG00000020440"
"ENSMUSG00000004285"	"OK"	"negbinomial.size"	2.2336348738595e-40	4.36497655713446e-39	"ENSMUSG00000004285"	"Atp6v1f"	"Atp6v1f"	25326	FALSE	"ENSMUSG00000004285"
"ENSMUSG00000051855"	"OK"	"negbinomial.size"	1.92114279577662e-172	2.16824630755224e-170	"ENSMUSG00000051855"	"Mest"	"Mest"	24721	TRUE	"ENSMUSG00000051855"
"ENSMUSG00000029838"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000029838"	"Ptn"	"Ptn"	27539	TRUE	"ENSMUSG00000029838"
"ENSMUSG00000002416"	"OK"	"negbinomial.size"	4.8250442944255e-55	1.31151945699262e-53	"ENSMUSG00000002416"	"Ndufb2"	"Ndufb2"	26937	FALSE	"ENSMUSG00000002416"
"ENSMUSG00000039347"	"OK"	"negbinomial.size"	2.38853153034386e-42	4.8376305052153e-41	"ENSMUSG00000039347"	"Atp6v0e2"	"Atp6v0e2"	23373	FALSE	"ENSMUSG00000039347"
"ENSMUSG00000029810"	"OK"	"negbinomial.size"	6.22524731903002e-271	1.27576614465648e-268	"ENSMUSG00000029810"	"Tmem176b"	"Tmem176b"	22856	TRUE	"ENSMUSG00000029810"
"ENSMUSG00000023367"	"OK"	"negbinomial.size"	2.58976226855641e-114	1.60699391764008e-112	"ENSMUSG00000023367"	"Tmem176a"	"Tmem176a"	15934	TRUE	"ENSMUSG00000023367"
"ENSMUSG00000063694"	"OK"	"negbinomial.size"	3.27009775279097e-86	1.45936310887448e-84	"ENSMUSG00000063694"	"Cycs"	"Cycs"	27457	TRUE	"ENSMUSG00000063694"
"ENSMUSG00000004980"	"OK"	"negbinomial.size"	4.65431300841144e-81	1.96986209527196e-79	"ENSMUSG00000004980"	"Hnrnpa2b1"	"Hnrnpa2b1"	27390	TRUE	"ENSMUSG00000004980"
"ENSMUSG00000029836"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000029836"	"Cbx3"	"Cbx3"	26929	TRUE	"ENSMUSG00000029836"
"ENSMUSG00000004535"	"OK"	"negbinomial.size"	2.15912915807519e-36	3.83448536340035e-35	"ENSMUSG00000004535"	"Tax1bp1"	"Tax1bp1"	22842	FALSE	"ENSMUSG00000004535"
"ENSMUSG00000043496"	"OK"	"negbinomial.size"	4.54834758571781e-42	9.16436140330593e-41	"ENSMUSG00000043496"	"Tril"	"Tril"	11501	TRUE	"ENSMUSG00000043496"
"ENSMUSG00000004633"	"OK"	"negbinomial.size"	1.32178538710825e-109	7.73940127977859e-108	"ENSMUSG00000004633"	"Chn2"	"Chn2"	12090	TRUE	"ENSMUSG00000004633"
"ENSMUSG00000055430"	"OK"	"negbinomial.size"	2.35891809358376e-151	2.14854674313257e-149	"ENSMUSG00000055430"	"Nap1l5"	"Nap1l5"	20287	TRUE	"ENSMUSG00000055430"
"ENSMUSG00000036371"	"OK"	"negbinomial.size"	9.642840949592e-139	8.0745832145105e-137	"ENSMUSG00000036371"	"Serbp1"	"Serbp1"	27508	FALSE	"ENSMUSG00000036371"
"ENSMUSG00000053119"	"OK"	"negbinomial.size"	2.96984993265493e-57	8.36445075969268e-56	"ENSMUSG00000053119"	"Chmp3"	"Chmp3"	15509	FALSE	"ENSMUSG00000053119"
"ENSMUSG00000052337"	"OK"	"negbinomial.size"	1.27553910975627e-36	2.28088652519563e-35	"ENSMUSG00000052337"	"Immt"	"Immt"	24623	FALSE	"ENSMUSG00000052337"
"ENSMUSG00000079523"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000079523"	"Tmsb10"	"Tmsb10"	27557	TRUE	"ENSMUSG00000079523"
"ENSMUSG00000052738"	"OK"	"negbinomial.size"	8.48233736870009e-65	2.76385783509422e-63	"ENSMUSG00000052738"	"Suclg1"	"Suclg1"	25432	FALSE	"ENSMUSG00000052738"
"ENSMUSG00000030045"	"OK"	"negbinomial.size"	8.86996687434124e-51	2.22105681781133e-49	"ENSMUSG00000030045"	"Mrpl19"	"Mrpl19"	14950	FALSE	"ENSMUSG00000030045"
"ENSMUSG00000000628"	"OK"	"negbinomial.size"	1.1541045341002e-59	3.35357800720348e-58	"ENSMUSG00000000628"	"Hk2"	"Hk2"	4296	TRUE	"ENSMUSG00000000628"
"ENSMUSG00000045896"	"OK"	"negbinomial.size"	1.75899070173077e-40	3.45041312083839e-39	"ENSMUSG00000045896"	"Paip2b"	"Paip2b"	7004	TRUE	"ENSMUSG00000045896"
"ENSMUSG00000030007"	"OK"	"negbinomial.size"	9.53889262689189e-60	2.7821770161768e-58	"ENSMUSG00000030007"	"Cct7"	"Cct7"	26818	FALSE	"ENSMUSG00000030007"
"ENSMUSG00000033174"	"OK"	"negbinomial.size"	3.98116853831838e-62	1.21581764675115e-60	"ENSMUSG00000033174"	"Mgll"	"Mgll"	4746	TRUE	"ENSMUSG00000033174"
"ENSMUSG00000064080"	"OK"	"negbinomial.size"	4.63265715421132e-165	4.81024234512276e-163	"ENSMUSG00000064080"	"Fbln2"	"Fbln2"	7524	TRUE	"ENSMUSG00000064080"
"ENSMUSG00000034203"	"OK"	"negbinomial.size"	2.97674814765304e-44	6.26525032428326e-43	"ENSMUSG00000034203"	"Chchd4"	"Chchd4"	19239	FALSE	"ENSMUSG00000034203"
"ENSMUSG00000035199"	"OK"	"negbinomial.size"	1.96431600011357e-77	7.82460913088719e-76	"ENSMUSG00000035199"	"Arl6ip5"	"Arl6ip5"	20850	FALSE	"ENSMUSG00000035199"
"ENSMUSG00000030077"	"OK"	"negbinomial.size"	4.61182050251338e-151	4.17611071666546e-149	"ENSMUSG00000030077"	"Chl1"	"Chl1"	13357	TRUE	"ENSMUSG00000030077"
"ENSMUSG00000064293"	"OK"	"negbinomial.size"	1.1789482121755e-44	2.52226901162546e-43	"ENSMUSG00000064293"	"Cntn4"	"Cntn4"	446	TRUE	"ENSMUSG00000064293"
"ENSMUSG00000030272"	"OK"	"negbinomial.size"	1.79003649533466e-65	5.85710470899943e-64	"ENSMUSG00000030272"	"Camk1"	"Camk1"	19046	TRUE	"ENSMUSG00000030272"
"ENSMUSG00000079426"	"OK"	"negbinomial.size"	5.84661958950215e-58	1.66473674783356e-56	"ENSMUSG00000079426"	"Arpc4"	"Arpc4"	24013	FALSE	"ENSMUSG00000079426"
"ENSMUSG00000030307"	"OK"	"negbinomial.size"	4.03687984373385e-46	8.94372739205614e-45	"ENSMUSG00000030307"	"Slc6a11"	"Slc6a11"	9319	TRUE	"ENSMUSG00000030307"
"ENSMUSG00000030310"	"OK"	"negbinomial.size"	4.84247621789324e-49	1.17114234617527e-47	"ENSMUSG00000030310"	"Slc6a1"	"Slc6a1"	20494	TRUE	"ENSMUSG00000030310"
"ENSMUSG00000030315"	"OK"	"negbinomial.size"	2.01814218847284e-36	3.58819230427677e-35	"ENSMUSG00000030315"	"Vgll4"	"Vgll4"	21173	FALSE	"ENSMUSG00000030315"
"ENSMUSG00000057841"	"OK"	"negbinomial.size"	9.82590623635719e-55	2.66617577754814e-53	"ENSMUSG00000057841"	"Rpl32"	"Rpl32"	27577	FALSE	"ENSMUSG00000057841"
"ENSMUSG00000023456"	"OK"	"negbinomial.size"	4.19754114428824e-67	1.4368506224679e-65	"ENSMUSG00000023456"	"Tpi1"	"Tpi1"	25531	TRUE	"ENSMUSG00000023456"
"ENSMUSG00000057666"	"OK"	"negbinomial.size"	4.09559446600979e-35	7.00207286587293e-34	"ENSMUSG00000057666"	"Gapdh"	"Gapdh"	27517	TRUE	"ENSMUSG00000057666"
"ENSMUSG00000038252"	"OK"	"negbinomial.size"	3.01679253121148e-60	8.91585268949125e-59	"ENSMUSG00000038252"	"Ncapd2"	"Ncapd2"	8162	TRUE	"ENSMUSG00000038252"
"ENSMUSG00000030335"	"OK"	"negbinomial.size"	3.05655372505149e-37	5.5744524903603e-36	"ENSMUSG00000030335"	"Mrpl51"	"Mrpl51"	24777	FALSE	"ENSMUSG00000030335"
"ENSMUSG00000030342"	"OK"	"negbinomial.size"	2.31841932514637e-189	2.86582388802815e-187	"ENSMUSG00000030342"	"Cd9"	"Cd9"	21739	TRUE	"ENSMUSG00000030342"
"ENSMUSG00000000399"	"OK"	"negbinomial.size"	4.83942613288368e-151	4.3568821976684e-149	"ENSMUSG00000000399"	"Ndufa9"	"Ndufa9"	23791	FALSE	"ENSMUSG00000000399"
"ENSMUSG00000000184"	"OK"	"negbinomial.size"	8.30458913634132e-49	1.99297343295094e-47	"ENSMUSG00000000184"	"Ccnd2"	"Ccnd2"	27260	TRUE	"ENSMUSG00000000184"
"ENSMUSG00000030189"	"OK"	"negbinomial.size"	3.8446665534394e-216	5.81365840483676e-214	"ENSMUSG00000030189"	"Ybx3"	"Ybx3"	23978	TRUE	"ENSMUSG00000030189"
"ENSMUSG00000060032"	"OK"	"negbinomial.size"	6.78197559827675e-81	2.86258184127806e-79	"ENSMUSG00000060032"	"H2afj"	"H2afj"	25599	TRUE	"ENSMUSG00000060032"
"ENSMUSG00000030216"	"OK"	"negbinomial.size"	8.81499898987614e-84	3.84575936323028e-82	"ENSMUSG00000030216"	"Wbp11"	"Wbp11"	19515	FALSE	"ENSMUSG00000030216"
"ENSMUSG00000030246"	"OK"	"negbinomial.size"	1.43279037293961e-321	3.71927677532832e-319	"ENSMUSG00000030246"	"Ldhb"	"Ldhb"	25218	TRUE	"ENSMUSG00000030246"
"ENSMUSG00000035674"	"OK"	"negbinomial.size"	1.56821094575678e-36	2.79460932267298e-35	"ENSMUSG00000035674"	"Ndufa3"	"Ndufa3"	27356	FALSE	"ENSMUSG00000035674"
"ENSMUSG00000035632"	"OK"	"negbinomial.size"	1.28403555446813e-62	3.96802653984944e-61	"ENSMUSG00000035632"	"Cnot3"	"Cnot3"	13908	FALSE	"ENSMUSG00000035632"
"ENSMUSG00000064179"	"OK"	"negbinomial.size"	3.14857512994357e-52	8.18682097643925e-51	"ENSMUSG00000064179"	"Tnnt1"	"Tnnt1"	1755	TRUE	"ENSMUSG00000064179"
"ENSMUSG00000030432"	"OK"	"negbinomial.size"	3.26529083628793e-87	1.48270859402871e-85	"ENSMUSG00000030432"	"Rpl28"	"Rpl28"	27563	FALSE	"ENSMUSG00000030432"
"ENSMUSG00000060860"	"OK"	"negbinomial.size"	7.98268908737184e-93	3.82555023187127e-91	"ENSMUSG00000060860"	"Ube2s"	"Ube2s"	27062	TRUE	"ENSMUSG00000060860"
"ENSMUSG00000005566"	"OK"	"negbinomial.size"	2.9187948986626e-36	5.16007157169921e-35	"ENSMUSG00000005566"	"Trim28"	"Trim28"	21541	FALSE	"ENSMUSG00000005566"
"ENSMUSG00000033916"	"OK"	"negbinomial.size"	7.1916854387455e-37	1.30093496757795e-35	"ENSMUSG00000033916"	"Chmp2a"	"Chmp2a"	25862	FALSE	"ENSMUSG00000033916"
"ENSMUSG00000005575"	"OK"	"negbinomial.size"	1.58391530435112e-65	5.20453182811576e-64	"ENSMUSG00000005575"	"Ube2m"	"Ube2m"	24859	FALSE	"ENSMUSG00000005575"
"ENSMUSG00000056394"	"OK"	"negbinomial.size"	2.91109501931979e-37	5.3153933090159e-36	"ENSMUSG00000056394"	"Lig1"	"Lig1"	13836	TRUE	"ENSMUSG00000056394"
"ENSMUSG00000044709"	"OK"	"negbinomial.size"	8.79228861550576e-36	1.52834704449221e-34	"ENSMUSG00000044709"	"Gemin7"	"Gemin7"	19290	FALSE	"ENSMUSG00000044709"
"ENSMUSG00000002985"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000002985"	"Apoe"	"Apoe"	17077	TRUE	"ENSMUSG00000002985"
"ENSMUSG00000054793"	"OK"	"negbinomial.size"	2.70936688499118e-44	5.71793892056065e-43	"ENSMUSG00000054793"	"Cadm4"	"Cadm4"	10742	TRUE	"ENSMUSG00000054793"
"ENSMUSG00000091955"	"OK"	"negbinomial.size"	6.46918918078825e-131	5.0128169895909e-129	"ENSMUSG00000091955"	"Gm9844"	"Gm9844"	5344	FALSE	"ENSMUSG00000091955"
"ENSMUSG00000037563"	"OK"	"negbinomial.size"	1.69414218557181e-37	3.11894379908758e-36	"ENSMUSG00000037563"	"Rps16"	"Rps16"	27577	FALSE	"ENSMUSG00000037563"
"ENSMUSG00000015149"	"OK"	"negbinomial.size"	1.79290116949931e-87	8.16503968273444e-86	"ENSMUSG00000015149"	"Sirt2"	"Sirt2"	19119	TRUE	"ENSMUSG00000015149"
"ENSMUSG00000053565"	"OK"	"negbinomial.size"	2.23823097782109e-35	3.84773150988559e-34	"ENSMUSG00000053565"	"Eif3k"	"Eif3k"	25922	FALSE	"ENSMUSG00000053565"
"ENSMUSG00000030591"	"OK"	"negbinomial.size"	7.73706026796374e-36	1.34813191290535e-34	"ENSMUSG00000030591"	"Psmd8"	"Psmd8"	25834	FALSE	"ENSMUSG00000030591"
"ENSMUSG00000006095"	"OK"	"negbinomial.size"	4.41631654879809e-36	7.75469337627172e-35	"ENSMUSG00000006095"	"Tbcb"	"Tbcb"	25827	FALSE	"ENSMUSG00000006095"
"ENSMUSG00000036835"	"OK"	"negbinomial.size"	1.97609272656572e-54	5.34334100976755e-53	"ENSMUSG00000036835"	"Psenen"	"Psenen"	25085	FALSE	"ENSMUSG00000036835"
"ENSMUSG00000036751"	"OK"	"negbinomial.size"	4.97201080896167e-162	4.99606892577923e-160	"ENSMUSG00000036751"	"Cox6b1"	"Cox6b1"	27567	FALSE	"ENSMUSG00000036751"
"ENSMUSG00000019194"	"OK"	"negbinomial.size"	1.08501457166926e-52	2.84018520231072e-51	"ENSMUSG00000019194"	"Scn1b"	"Scn1b"	12871	TRUE	"ENSMUSG00000019194"
"ENSMUSG00000036427"	"OK"	"negbinomial.size"	1.51954913033953e-62	4.67726832115379e-61	"ENSMUSG00000036427"	"Gpi1"	"Gpi1"	25402	TRUE	"ENSMUSG00000036427"
"ENSMUSG00000021217"	"OK"	"negbinomial.size"	1.67153048473119e-50	4.15879988812911e-49	"ENSMUSG00000021217"	"Tshz3"	"Tshz3"	1683	FALSE	"ENSMUSG00000021217"
"ENSMUSG00000004610"	"OK"	"negbinomial.size"	1.57437023596707e-133	1.25106206250955e-131	"ENSMUSG00000004610"	"Etfb"	"Etfb"	22623	TRUE	"ENSMUSG00000004610"
"ENSMUSG00000030796"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000030796"	"Tead2"	"Tead2"	13152	TRUE	"ENSMUSG00000030796"
"ENSMUSG00000050708"	"OK"	"negbinomial.size"	4.77359684536789e-127	3.55735745773229e-125	"ENSMUSG00000050708"	"Ftl1"	"Ftl1"	27574	TRUE	"ENSMUSG00000050708"
"ENSMUSG00000003873"	"OK"	"negbinomial.size"	7.68082010889283e-66	2.55072011078904e-64	"ENSMUSG00000003873"	"Bax"	"Bax"	27477	FALSE	"ENSMUSG00000003873"
"ENSMUSG00000059070"	"OK"	"negbinomial.size"	1.20618720967285e-64	3.92199703353958e-63	"ENSMUSG00000059070"	"Rpl18"	"Rpl18"	27573	FALSE	"ENSMUSG00000059070"
"ENSMUSG00000063229"	"OK"	"negbinomial.size"	1.56678620188747e-123	1.09922049974763e-121	"ENSMUSG00000063229"	"Ldha"	"Ldha"	26982	TRUE	"ENSMUSG00000063229"
"ENSMUSG00000052512"	"OK"	"negbinomial.size"	1.64827222650614e-48	3.89557510285782e-47	"ENSMUSG00000052512"	"Nav2"	"Nav2"	21777	TRUE	"ENSMUSG00000052512"
"ENSMUSG00000063297"	"OK"	"negbinomial.size"	2.48414352867992e-44	5.24973344086701e-43	"ENSMUSG00000063297"	"Luzp2"	"Luzp2"	1534	TRUE	"ENSMUSG00000063297"
"ENSMUSG00000102252"	"OK"	"negbinomial.size"	2.97904418391913e-45	6.46220239060451e-44	"ENSMUSG00000102252"	"Snrpn"	"Snrpn"	20068	TRUE	"ENSMUSG00000102252"
"ENSMUSG00000033585"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000033585"	"Ndn"	"Ndn"	15216	TRUE	"ENSMUSG00000033585"
"ENSMUSG00000070526"	"OK"	"negbinomial.size"	1.085190240469e-62	3.36020636089557e-61	"ENSMUSG00000070526"	"Peg12"	"Peg12"	10091	TRUE	"ENSMUSG00000070526"
"ENSMUSG00000030519"	"OK"	"negbinomial.size"	3.28164164694243e-36	5.79496243210072e-35	"ENSMUSG00000030519"	"Apba2"	"Apba2"	15576	FALSE	"ENSMUSG00000030519"
"ENSMUSG00000030605"	"OK"	"negbinomial.size"	4.37292077282695e-38	8.245549762322e-37	"ENSMUSG00000030605"	"Mfge8"	"Mfge8"	19623	TRUE	"ENSMUSG00000030605"
"ENSMUSG00000039194"	"OK"	"negbinomial.size"	4.12853212951386e-76	1.62789589663743e-74	"ENSMUSG00000039194"	"Rlbp1"	"Rlbp1"	3098	TRUE	"ENSMUSG00000039194"
"ENSMUSG00000038943"	"OK"	"negbinomial.size"	3.38641475657753e-53	8.93956098876186e-52	"ENSMUSG00000038943"	"Prc1"	"Prc1"	9414	TRUE	"ENSMUSG00000038943"
"ENSMUSG00000061787"	"OK"	"negbinomial.size"	4.86187343372139e-68	1.6902606859422e-66	"ENSMUSG00000061787"	"Rps17"	"Rps17"	27576	FALSE	"ENSMUSG00000061787"
"ENSMUSG00000030638"	"OK"	"negbinomial.size"	8.08957866628675e-45	1.74026502385934e-43	"ENSMUSG00000030638"	"Sh3gl3"	"Sh3gl3"	4283	TRUE	"ENSMUSG00000030638"
"ENSMUSG00000030560"	"OK"	"negbinomial.size"	5.52724534844555e-35	9.39812732555016e-34	"ENSMUSG00000030560"	"Ctsc"	"Ctsc"	15147	TRUE	"ENSMUSG00000030560"
"ENSMUSG00000051515"	"OK"	"negbinomial.size"	1.94203610461091e-46	4.33962874165207e-45	"ENSMUSG00000051515"	"Fam181b"	"Fam181b"	25774	TRUE	"ENSMUSG00000051515"
