"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0003779"	"GO:0003779"	"actin binding"	"10/146"	"428/22707"	0.000462889143789438	0.00774089911491704	0.00618223352482439	"Myo1b/Hnrnpu/Tmsb4x/Coro1c/Fscn1/Eef2/Tpm4/Tmod3/Tmod2/Myo6"	10
"GO:0048027"	"GO:0048027"	"mRNA 5'-UTR binding"	"3/146"	"24/22707"	0.000477320856951989	0.00774089911491704	0.00618223352482439	"Ncl/Cct5/Rsl1d1"	3
"GO:0003678"	"GO:0003678"	"DNA helicase activity"	"4/146"	"61/22707"	0.000644001611326931	0.0100088583760394	0.007993528772172	"Mcm6/Mcm7/Mcm2/Mcm4"	4
"GO:0036002"	"GO:0036002"	"pre-mRNA binding"	"3/146"	"33/22707"	0.00123338680699726	0.018402131160399	0.0146967775317989	"Hnrnpu/Ptbp1/Hnrnpk"	3
"GO:0140097"	"GO:0140097"	"catalytic activity, acting on DNA"	"6/146"	"190/22707"	0.0014602006381754	0.0198584271733947	0.0158598416539317	"Mcm6/Mcm7/Mcm2/Pold1/Ptbp1/Mcm4"	6
"GO:0008536"	"GO:0008536"	"Ran GTPase binding"	"3/146"	"35/22707"	0.00146574314901876	0.0198584271733947	0.0158598416539317	"Kpnb1/Rangap1/Ranbp1"	3
"GO:0047485"	"GO:0047485"	"protein N-terminus binding"	"5/146"	"129/22707"	0.00149071303178298	0.0198584271733947	0.0158598416539317	"Ppp1cc/Phb2/Smarcc1/Npm1/Eif5a"	5
"GO:0017069"	"GO:0017069"	"snRNA binding"	"3/146"	"38/22707"	0.00186283442994992	0.0235373739421685	0.0187980155937172	"Hnrnpu/Snrnp70/Eif5a"	3
"GO:0051015"	"GO:0051015"	"actin filament binding"	"6/146"	"200/22707"	0.00189308637604572	0.0235373739421685	0.0187980155937172	"Myo1b/Coro1c/Fscn1/Eef2/Tpm4/Myo6"	6
"GO:0031072"	"GO:0031072"	"heat shock protein binding"	"5/146"	"139/22707"	0.00206927375460638	0.0244297410420672	0.0195107004794836	"Fkbp4/Hspa8/Kpnb1/Hnrnpk/Hspa9"	5
"GO:0005525"	"GO:0005525"	"GTP binding"	"8/146"	"354/22707"	0.00210974882636462	0.0244297410420672	0.0195107004794836	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0043531"	"GO:0043531"	"ADP binding"	"3/146"	"40/22707"	0.00216134438173784	0.0244297410420672	0.0195107004794836	"Vcp/Hspa8/Pkm"	3
"GO:0005547"	"GO:0005547"	"phosphatidylinositol-3,4,5-trisphosphate binding"	"3/146"	"41/22707"	0.00232107842546153	0.0250047580396108	0.0199699351635667	"Myo1b/Npm1/Racgap1"	3
"GO:0032550"	"GO:0032550"	"purine ribonucleoside binding"	"8/146"	"361/22707"	0.00238072155258627	0.0250047580396108	0.0199699351635667	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0032549"	"GO:0032549"	"ribonucleoside binding"	"8/146"	"364/22707"	0.00250489925389681	0.0250047580396108	0.0199699351635667	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0001883"	"GO:0001883"	"purine nucleoside binding"	"8/146"	"365/22707"	0.00254740162333837	0.0250047580396108	0.0199699351635667	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0140297"	"GO:0140297"	"DNA-binding transcription factor binding"	"8/146"	"365/22707"	0.00254740162333837	0.0250047580396108	0.0199699351635667	"Exosc9/Ctbp1/Fkbp4/Tcf12/Npm1/Hspa4/Gmnn/Ifrd1"	8
"GO:0001882"	"GO:0001882"	"nucleoside binding"	"8/146"	"374/22707"	0.00295589464980813	0.0275562985660787	0.0220077112860174	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0005523"	"GO:0005523"	"tropomyosin binding"	"2/146"	"13/22707"	0.00305720132984719	0.0275562985660787	0.0220077112860174	"Tmod3/Tmod2"	2
"GO:0019001"	"GO:0019001"	"guanyl nucleotide binding"	"8/146"	"377/22707"	0.00310285399403567	0.0275562985660787	0.0220077112860174	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0032561"	"GO:0032561"	"guanyl ribonucleotide binding"	"8/146"	"377/22707"	0.00310285399403567	0.0275562985660787	0.0220077112860174	"Rab3b/Ran/Fkbp4/Eef2/Rab4a/Eif5/Tuba1b/Tubb5"	8
"GO:0008094"	"GO:0008094"	"DNA-dependent ATPase activity"	"4/146"	"100/22707"	0.00399007308571611	0.0338264155948	0.027015311452881	"Mcm6/Mcm7/Mcm2/Mcm4"	4
"GO:0005092"	"GO:0005092"	"GDP-dissociation inhibitor activity"	"2/146"	"15/22707"	0.0040809348572815	0.0338264155948	0.027015311452881	"Eif5/Ranbp1"	2
"GO:0043024"	"GO:0043024"	"ribosomal small subunit binding"	"2/146"	"15/22707"	0.0040809348572815	0.0338264155948	0.027015311452881	"Eif4h/Npm1"	2
"GO:0005521"	"GO:0005521"	"lamin binding"	"2/146"	"16/22707"	0.00464433423034855	0.0376594927808697	0.0300765809425318	"Ppp1cc/Hnrnpk"	2
"GO:0016627"	"GO:0016627"	"oxidoreductase activity, acting on the CH-CH group of donors"	"3/146"	"56/22707"	0.00562708076667039	0.0438045259828683	0.0349842834856829	"Acadl/Dhcr7/Acaa1a"	3
"GO:0003746"	"GO:0003746"	"translation elongation factor activity"	"2/146"	"18/22707"	0.00587192037303865	0.0438045259828683	0.0349842834856829	"Eef2/Eif5a"	2
"GO:0008199"	"GO:0008199"	"ferric iron binding"	"2/146"	"18/22707"	0.00587192037303865	0.0438045259828683	0.0349842834856829	"Trf/Rrm2"	2
"GO:0042288"	"GO:0042288"	"MHC class I protein binding"	"2/146"	"18/22707"	0.00587192037303865	0.0438045259828683	0.0349842834856829	"Vcp/Tubb5"	2
