"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0022900"	"GO:0022900"	"electron transport chain"	"20/559"	"85/23843"	6.1345824278855e-15	1.45209174645949e-12	1.17639639499451e-12	"Cox5b/Ndufs2/Mtch2/Ndufb6/Uqcrh/Sdhb/Cox6a1/Cycs/Ndufc2/Ndufa12/Cox4i1/Sdhd/Uqcrc1/Uqcrb/Sdha/Ndufs4/Dld/Gpd1/Ndufv2/Ndufb8"	20
"GO:0042775"	"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	"17/559"	"58/23843"	1.24685414455547e-14	2.78741170982845e-12	2.25819139513935e-12	"Cox5b/Ndufs2/Mtch2/Ndufb6/Uqcrh/Cox6a1/Cycs/Ndufc2/Ndufa12/Cox4i1/Sdhd/Uqcrc1/Uqcrb/Sdha/Dld/Ndufv2/Ndufb8"	17
"GO:0072521"	"GO:0072521"	"purine-containing compound metabolic process"	"44/559"	"486/23843"	2.13207937389333e-14	4.5155196844983e-12	3.6581993467854e-12	"Cox5b/Ramp1/Atp1b1/Ndufs2/Atp1a2/Atp5c1/Ak1/Mtch2/Atp5f1/Papss1/Ndufb6/Uqcrh/Atpif1/Cox6a1/Atp5j2/Cycs/Tpi1/Gapdh/Apoe/Gpi1/Ldha/Ndufc2/Mif/Ndufa12/Nudt4/Atp5b/Cox4i1/Hspa8/Atp5l/Sdhd/Acat1/Uqcrc1/Aldoc/Nme1/Atp5h/Uqcrb/Sdha/Dld/Gpd1/Atp5o/Ndufv2/Atp5a1/Pgam1/Ndufb8"	44
"GO:0022904"	"GO:0022904"	"respiratory electron transport chain"	"19/559"	"80/23843"	2.44059397037236e-14	4.91047506838919e-12	3.97816817170695e-12	"Cox5b/Ndufs2/Mtch2/Ndufb6/Uqcrh/Sdhb/Cox6a1/Cycs/Ndufc2/Ndufa12/Cox4i1/Sdhd/Uqcrc1/Uqcrb/Sdha/Dld/Gpd1/Ndufv2/Ndufb8"	19
"GO:0042773"	"GO:0042773"	"ATP synthesis coupled electron transport"	"17/559"	"62/23843"	4.28035282023588e-14	8.20197130887103e-12	6.64473818760427e-12	"Cox5b/Ndufs2/Mtch2/Ndufb6/Uqcrh/Cox6a1/Cycs/Ndufc2/Ndufa12/Cox4i1/Sdhd/Uqcrc1/Uqcrb/Sdha/Dld/Ndufv2/Ndufb8"	17
"GO:0009060"	"GO:0009060"	"aerobic respiration"	"18/559"	"74/23843"	7.5226418847514e-14	1.37595958837453e-11	1.11471875201316e-11	"Cox5b/Idh1/Fh1/Idh3g/Uqcrh/Sdhb/Cox6a1/Mdh2/Cycs/Suclg1/Bloc1s1/Cox4i1/Sdhd/Idh3a/Uqcrc1/Mdh1/Uqcrb/Sdha"	18
"GO:0006119"	"GO:0006119"	"oxidative phosphorylation"	"18/559"	"86/23843"	1.21724217052505e-12	2.12964456269253e-10	1.72530846778768e-10	"Cox5b/Ndufs2/Mtch2/Ndufb6/Uqcrh/Cox6a1/Cycs/Ndufc2/Ndufa12/Cox4i1/Sdhd/Uqcrc1/Uqcrb/Sdha/Dld/Atp5o/Ndufv2/Ndufb8"	18
"GO:0009142"	"GO:0009142"	"nucleoside triphosphate biosynthetic process"	"21/559"	"142/23843"	1.90201794989584e-11	3.18905009599203e-09	2.58357438194185e-09	"Cox5b/Atp5c1/Ak1/Mtch2/Atp5f1/Atp5j2/Suclg1/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	21
"GO:0010498"	"GO:0010498"	"proteasomal protein catabolic process"	"36/559"	"437/23843"	7.88273292682445e-11	1.26880469190166e-08	1.02790837365791e-08	"Hspa5/Psmb7/Psmd14/Bcap31/Psmb4/Psmd4/Sdcbp/Alad/Psmb2/Fbxo44/Fbxo2/Psmc2/Sirt2/Psmd8/Hsp90b1/Os9/Psmd7/Gabarapl2/Psmd6/Psmc6/Psmb5/Psmb6/Sdf2/Psmb3/Psmc5/Psmd12/Psma2/Plk2/Psma6/Psma3/Psmc1/Ube2v2/Psmd2/Psmb1/Dlgap1/Usp14"	36
"GO:0002181"	"GO:0002181"	"cytoplasmic translation"	"17/559"	"98/23843"	1.21256674959289e-10	1.87668023090838e-08	1.52037215525877e-08	"Rpl31/Rpl39/Rpl22l1/Rps3a1/Rplp0/Rpl18/Rpl27a/Rpl15/Rplp1/Rpl29/Rpl26/Rpl8/Rps2/Rpl36/Eif2s3y/Rpl17/Rpl9-ps6"	17
"GO:0009206"	"GO:0009206"	"purine ribonucleoside triphosphate biosynthetic process"	"19/559"	"128/23843"	1.62900470898293e-10	2.42782035146197e-08	1.96687235232754e-08	"Cox5b/Atp5c1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0010499"	"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"10/559"	"26/23843"	1.75591666319571e-10	2.51975037035651e-08	2.04134846107411e-08	"Psmb7/Psmb4/Psmb2/Psmb5/Psmb6/Psmb3/Psma2/Psma6/Psma3/Psmb1"	10
"GO:0009145"	"GO:0009145"	"purine nucleoside triphosphate biosynthetic process"	"19/559"	"129/23843"	1.86934107948206e-10	2.51975037035651e-08	2.04134846107411e-08	"Cox5b/Atp5c1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0010257"	"GO:0010257"	"NADH dehydrogenase complex assembly"	"12/559"	"43/23843"	1.941159579549e-10	2.51975037035651e-08	2.04134846107411e-08	"Ndufb11/Ndufa1/Ndufb6/Ndufb2/Ndufa9/Ndufa3/Ndufc2/Ndufa13/Ndufb7/Ndufs4/Ndufa11/Ndufb8"	12
"GO:0032981"	"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"12/559"	"43/23843"	1.941159579549e-10	2.51975037035651e-08	2.04134846107411e-08	"Ndufb11/Ndufa1/Ndufb6/Ndufb2/Ndufa9/Ndufa3/Ndufc2/Ndufa13/Ndufb7/Ndufs4/Ndufa11/Ndufb8"	12
"GO:1902600"	"GO:1902600"	"proton transmembrane transport"	"16/559"	"88/23843"	2.05399296891523e-10	2.5828961584109e-08	2.09250533708239e-08	"Cox5b/Atp1a2/Atp5c1/Atp6ap1/Atp5f1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp5b/Slc25a4/Atp6v0d1/Atp5l/Atp5h/Atp5o/Atp6v0e/Atp5a1"	16
"GO:0009201"	"GO:0009201"	"ribonucleoside triphosphate biosynthetic process"	"19/559"	"131/23843"	2.4518924723104e-10	2.98982282078093e-08	2.42217256355513e-08	"Cox5b/Atp5c1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0006754"	"GO:0006754"	"ATP biosynthetic process"	"18/559"	"117/23843"	2.70520166028655e-10	3.20168572970385e-08	2.59381100368652e-08	"Cox5b/Atp5c1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	18
"GO:0046496"	"GO:0046496"	"nicotinamide nucleotide metabolic process"	"19/559"	"135/23843"	4.15440029164184e-10	4.77637336387622e-08	3.8695271287864e-08	"Mtch2/Idh3g/Mdh2/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Taldo1/Mif/Tkt/Idh3a/Mdh1/Aldoc/Dcxr/Dld/Gpd1/Mpc1/Pgam1"	19
"GO:0009127"	"GO:0009127"	"purine nucleoside monophosphate biosynthetic process"	"19/559"	"137/23843"	5.36837260793042e-10	5.68482404587158e-08	4.60549860575083e-08	"Cox5b/Atp5c1/Ak1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0009168"	"GO:0009168"	"purine ribonucleoside monophosphate biosynthetic process"	"19/559"	"137/23843"	5.36837260793042e-10	5.68482404587158e-08	4.60549860575083e-08	"Cox5b/Atp5c1/Ak1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0019362"	"GO:0019362"	"pyridine nucleotide metabolic process"	"19/559"	"137/23843"	5.36837260793042e-10	5.68482404587158e-08	4.60549860575083e-08	"Mtch2/Idh3g/Mdh2/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Taldo1/Mif/Tkt/Idh3a/Mdh1/Aldoc/Dcxr/Dld/Gpd1/Mpc1/Pgam1"	19
"GO:0006733"	"GO:0006733"	"oxidoreduction coenzyme metabolic process"	"20/559"	"153/23843"	5.52101741030342e-10	5.69655745104127e-08	4.61500429681773e-08	"Mtch2/Idh3g/Mdh2/Tpi1/Gapdh/Ndufa9/Ldhb/Gpi1/Ldha/Taldo1/Mif/Tkt/Idh3a/Mdh1/Aldoc/Dcxr/Dld/Gpd1/Mpc1/Pgam1"	20
"GO:0006099"	"GO:0006099"	"tricarboxylic acid cycle"	"10/559"	"29/23843"	6.21503336274011e-10	6.25232356291655e-08	5.06525219063319e-08	"Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Sdha"	10
"GO:0009156"	"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	"19/559"	"141/23843"	8.8409565077922e-10	8.67707536276971e-08	7.02963858912258e-08	"Cox5b/Atp5c1/Ak1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0072524"	"GO:0072524"	"pyridine-containing compound metabolic process"	"19/559"	"142/23843"	9.98746988240258e-10	9.56894733494952e-08	7.7521790039601e-08	"Mtch2/Idh3g/Mdh2/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Taldo1/Mif/Tkt/Idh3a/Mdh1/Aldoc/Dcxr/Dld/Gpd1/Mpc1/Pgam1"	19
"GO:0051186"	"GO:0051186"	"cofactor metabolic process"	"35/559"	"465/23843"	1.62145062798855e-09	1.51737612256417e-07	1.22928582494016e-07	"Idh1/Prdx6/Mtch2/Idh3g/Gstm5/Gstm1/Ggh/Alad/Prdx1/Atpif1/Mdh2/Cycs/Suclg1/Tpi1/Gapdh/Ndufa9/Ldhb/Gpi1/Ldha/Glrx3/Taldo1/Mif/Hmox1/Prdx2/Tkt/Acat1/Idh3a/Mdh1/Aldoc/Dcxr/Dld/Gpd1/Cbr3/Mpc1/Pgam1"	35
"GO:0009124"	"GO:0009124"	"nucleoside monophosphate biosynthetic process"	"19/559"	"147/23843"	1.80861378279497e-09	1.6540595140834e-07	1.34001839361628e-07	"Cox5b/Atp5c1/Ak1/Mtch2/Atp5f1/Atp5j2/Tpi1/Gapdh/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Aldoc/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	19
"GO:0006101"	"GO:0006101"	"citrate metabolic process"	"10/559"	"33/23843"	2.6395901136578e-09	2.36038013719088e-07	1.91223639344987e-07	"Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Sdha"	10
"GO:0046390"	"GO:0046390"	"ribose phosphate biosynthetic process"	"25/559"	"266/23843"	4.61549485357939e-09	4.03755462843554e-07	3.27098113536279e-07	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Atp5f1/Papss1/Atp5j2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Tkt/Atp5l/Acat1/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	25
"GO:0042176"	"GO:0042176"	"regulation of protein catabolic process"	"29/559"	"352/23843"	5.61695241308896e-09	4.80906734261063e-07	3.89601380141915e-07	"Pdcl3/Serpine2/Psmd14/Cst3/Csnk2a1/Bcap31/Sdcbp/Alad/Cdkn2a/Atpif1/Cdc42/Atraid/Apoe/Sirt2/Ctsc/Cd81/Oaz1/Os9/Ndufa13/Gabarapl2/Ppp2ca/Sox9/Plk2/Hsp90aa1/Ube2v2/Psmd2/Dlgap1/Usp14/Ndfip1"	29
"GO:0043161"	"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"30/559"	"375/23843"	6.04414144694289e-09	5.06700524635379e-07	4.10497939938205e-07	"Hspa5/Psmb7/Bcap31/Psmb4/Psmd4/Sdcbp/Psmb2/Fbxo2/Psmc2/Sirt2/Psmd8/Hsp90b1/Os9/Psmd7/Psmd6/Psmc6/Psmb5/Psmb6/Psmb3/Psmc5/Psmd12/Psma2/Plk2/Psma6/Psma3/Psmc1/Ube2v2/Psmd2/Psmb1/Usp14"	30
"GO:0009152"	"GO:0009152"	"purine ribonucleotide biosynthetic process"	"24/559"	"254/23843"	8.46349190399994e-09	6.95042682075424e-07	5.63081298102853e-07	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Atp5f1/Papss1/Atp5j2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	24
"GO:0072350"	"GO:0072350"	"tricarboxylic acid metabolic process"	"10/559"	"38/23843"	1.21321928109333e-08	9.76398877423914e-07	7.91018971272853e-07	"Idh1/Fh1/Idh3g/Sdhb/Mdh2/Suclg1/Sdhd/Idh3a/Mdh1/Sdha"	10
"GO:0006164"	"GO:0006164"	"purine nucleotide biosynthetic process"	"24/559"	"261/23843"	1.43940313152953e-08	1.13571729436761e-06	9.20089060546325e-07	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Atp5f1/Papss1/Atp5j2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	24
"GO:0009260"	"GO:0009260"	"ribonucleotide biosynthetic process"	"24/559"	"263/23843"	1.66935083775168e-08	1.291820725214e-06	1.0465545636674e-06	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Atp5f1/Papss1/Atp5j2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	24
"GO:0072522"	"GO:0072522"	"purine-containing compound biosynthetic process"	"24/559"	"266/23843"	2.07903089870257e-08	1.57849440309041e-06	1.27880013769253e-06	"Cox5b/Ramp1/Atp5c1/Ak1/Mtch2/Atp5f1/Papss1/Atp5j2/Tpi1/Gapdh/Apoe/Gpi1/Ndufc2/Mif/Atp5b/Atp5l/Acat1/Aldoc/Nme1/Atp5h/Gpd1/Atp5o/Atp5a1/Pgam1"	24
"GO:0033108"	"GO:0033108"	"mitochondrial respiratory chain complex assembly"	"13/559"	"77/23843"	2.62428753309321e-08	1.91620522727602e-06	1.55239290281308e-06	"Ndufb11/Ndufa1/Ndufb6/Ndufb2/Ndufa9/Ndufa3/Ndufc2/Ndufa13/Ndufb7/Uqcrb/Ndufs4/Ndufa11/Ndufb8"	13
"GO:0031647"	"GO:0031647"	"regulation of protein stability"	"23/559"	"249/23843"	2.64640854465471e-08	1.91620522727602e-06	1.55239290281308e-06	"Atp1b1/Hypk/Prnp/Pfn2/Pdcd10/Cct3/Cdkn2a/Stx12/Cdc42/Cct7/Gapdh/Psmd8/Cd81/Lamp1/Calr/Hspa8/Cryab/Ppib/Ccnh/Pik3r1/Hsp90aa1/Cct5/Cct8"	23
"GO:0050821"	"GO:0050821"	"protein stabilization"	"18/559"	"155/23843"	2.66668719501634e-08	1.91620522727602e-06	1.55239290281308e-06	"Atp1b1/Hypk/Pfn2/Pdcd10/Cct3/Cdkn2a/Stx12/Cct7/Gapdh/Lamp1/Calr/Cryab/Ppib/Ccnh/Pik3r1/Hsp90aa1/Cct5/Cct8"	18
"GO:0006457"	"GO:0006457"	"protein folding"	"19/559"	"181/23843"	5.71129252207104e-08	4.03197212435331e-06	3.26645853016695e-06	"Hspa5/Pdia3/B2m/Pfdn4/Vbp1/Cct3/Dnaja1/Cct7/Hsp90b1/Calr/Hspa8/Cryab/Ppib/Pdia6/Hsp90aa1/Cct5/Emc2/Cct8/Pfdn1"	19
